id,date_detection,priorite,score,statut,titre,organisme,type_financement,zone,themes,montant,deadline,deadline_date,deadline_status,deadline_source,lien,eligibilite_ambition_campus,pieces_probables,responsable,prochaine_action,notes
6dd8bb7b5f,2026-06-21,B - intéressant,42,nouveau,Fonds de soutien cinéma international (aide à la production) | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative,,"Dépôt des demandes ouvert jusqu'au 24 septembre 2026 Prochaine session à partir du 25 septembre 2026 Public Entreprises de taille intermédiaire, Grandes entreprises, Petites et moy",2026-09-25,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/fonds-de-soutien-cinema-international-aide-la-production,https://www.iledefrance.fr/aides-et-appels-a-projets/fonds-de-soutien-cinema-international-aide-la-production,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; association; associations; etudiant; étudiant; malus: marches publics; malus: marchés publics
56fbbbb4ea,2026-06-21,B - intéressant,39,nouveau,Fête à Neuneu 2026 : appel à candidatures - Ville de Paris Ville de Paris,Ville de Paris - Appels à projets,appel à projets,Paris,,jusqu'au lundi 29 juin 2026 à 12h00,"date limite de candidature pour proposer une attraction foraine est fixée au lundi 29 juin 2026 à 12h00, délai de rigueur",2026-06-29,ouvert,https://www.paris.fr/pages/fete-a-neuneu-2026-appel-a-candidatures-35349,https://www.paris.fr/pages/fete-a-neuneu-2026-appel-a-candidatures-35349,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,appel a projets; appel a projet; appel à projets; appel à projet
d4ba61ab00,2026-06-21,B - intéressant,39,nouveau,Olympe - CGÉNIAL : Ingénieures et techniciennes dans les classes ! | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative,,"Dépôt des demandes ouvert jusqu'au 30 juin 2026 Public Établissement d'enseignement secondaire, Lycéen Partager Partager sur Facebook Partager sur Twitter Partager sur Linkedin Cop",2026-06-30,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/olympe-cgenial-ingenieures-et-techniciennes-dans-les-classes,https://www.iledefrance.fr/aides-et-appels-a-projets/olympe-cgenial-ingenieures-et-techniciennes-dans-les-classes,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; association; associations; etudiant; étudiant; malus: marches publics; malus: marchés publics
30da85ccfc,2026-06-21,B - intéressant,39,nouveau,"Aide aux réseaux d'arts plastiques, numériques et urbains | Région Île-de-France",Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative,,"Dépôt des demandes ouvert jusqu'au 01 juillet 2026 Public Grandes entreprises, Très petites entreprises Partager Partager sur Facebook Partager sur Twitter Partager sur Linkedin Co",2026-07-01,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/aide-aux-reseaux-darts-plastiques-numeriques-et-urbains,https://www.iledefrance.fr/aides-et-appels-a-projets/aide-aux-reseaux-darts-plastiques-numeriques-et-urbains,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; association; associations; etudiant; étudiant; malus: marches publics; malus: marchés publics
54e73d068d,2026-06-21,B - intéressant,39,nouveau,Soutien aux manifestations cinématographiques | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative,,Dépôt des demandes ouvert jusqu'au 01 juillet 2026 Public Fondation Partager Partager sur Facebook Partager sur Twitter Partager sur Linkedin Copier dans le presse-papier Imprimer ,2026-07-01,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/soutien-aux-manifestations-cinematographiques,https://www.iledefrance.fr/aides-et-appels-a-projets/soutien-aux-manifestations-cinematographiques,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; association; associations; etudiant; étudiant; malus: marches publics; malus: marchés publics
ece6be5295,2026-06-21,B - intéressant,39,nouveau,Soutien aux réseaux cinématographiques | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative,,"Dépôt des demandes ouvert jusqu'au 01 juillet 2026 Public Fondation, Organisation non gouvernementale (ONG), Association régie par la loi de 1901, Communes de moins de 2000 habitan",2026-07-01,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/soutien-aux-reseaux-cinematographiques,https://www.iledefrance.fr/aides-et-appels-a-projets/soutien-aux-reseaux-cinematographiques,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; association; associations; etudiant; étudiant; malus: marches publics; malus: marchés publics
0a5a9211ea,2026-06-21,B - intéressant,39,nouveau,Programme régional de résidences d'écrivains | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative,,"Dépôt des demandes ouvert jusqu'au 01 juillet 2026 Public Professionnel de la culture, Autre (GIP, copropriété, EPA",2026-07-01,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/programme-regional-de-residences-decrivains,https://www.iledefrance.fr/aides-et-appels-a-projets/programme-regional-de-residences-decrivains,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; association; associations; etudiant; étudiant; malus: marches publics; malus: marchés publics
3448392a50,2026-06-21,B - intéressant,39,nouveau,Paroles de chercheuses et chercheurs (PDCC) | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative,,"Dépôt des demandes ouvert jusqu'au 06 juillet 2026 Public Établissement d'enseignement secondaire, Établissement de recherche et laboratoire, Professionnel de la recherche Partager",2026-07-06,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/paroles-de-chercheuses-et-chercheurs-pdcc,https://www.iledefrance.fr/aides-et-appels-a-projets/paroles-de-chercheuses-et-chercheurs-pdcc,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; association; associations; etudiant; étudiant; malus: marches publics; malus: marchés publics
fd097bc679,2026-06-21,B - intéressant,39,nouveau,Budget d'autonomie éducative francilien (BAEF) | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative,,Dépôt des demandes ouvert jusqu'au 15 juillet 2026 Public Établissement d'enseignement secondaire Partager Partager sur Facebook Partager sur Twitter Partager sur Linkedin Copier d,2026-07-15,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/budget-dautonomie-educative-francilien-baef,https://www.iledefrance.fr/aides-et-appels-a-projets/budget-dautonomie-educative-francilien-baef,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; association; associations; etudiant; étudiant; malus: marches publics; malus: marchés publics
e0e997d7c6,2026-06-21,B - intéressant,39,nouveau,Accompagnement des acteurs de l'ESS dans leurs démarches immobilières - Splendide! | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative,,"Dépôt des demandes ouvert jusqu'au 01 septembre 2026 Public Petites et moyennes entreprises, Très petites entreprises, Entreprises de taille intermédiaire Partager Partager sur Fac",2026-09-01,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/accompagnement-des-acteurs-de-less-dans-leurs-demarches-immobilieres-splendide,https://www.iledefrance.fr/aides-et-appels-a-projets/accompagnement-des-acteurs-de-less-dans-leurs-demarches-immobilieres-splendide,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; association; associations; etudiant; étudiant; malus: marches publics; malus: marchés publics
d6f5b00d34,2026-06-21,B - intéressant,39,nouveau,Droits des Femmes - Lutte contre les inégalités et les violences faites aux femmes (fonctionnement) | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative,,s - Lutte contre les inégalités et les violences faites aux femmes (fonctionnement) Date de publication Dépôt des demandes fermé - Nouvelle session du 01 juillet 2026 au 14 septemb,2026-09-14,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/droits-des-femmes-lutte-contre-les-inegalites-et-les-violences-faites-aux-femmes-fonctionnement,https://www.iledefrance.fr/aides-et-appels-a-projets/droits-des-femmes-lutte-contre-les-inegalites-et-les-violences-faites-aux-femmes-fonctionnement,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; association; associations; etudiant; étudiant; malus: marches publics; malus: marchés publics
f1059c1fef,2026-06-21,B - intéressant,39,nouveau,Innov'up Santé des femmes | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative,,"Dépôt des demandes ouvert jusqu'au 25 septembre 2026 Public Petites et moyennes entreprises, Très petites entreprises, Entreprises de taille intermédiaire, Association régie par la",2026-09-25,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/innovup-sante-des-femmes,https://www.iledefrance.fr/aides-et-appels-a-projets/innovup-sante-des-femmes,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; association; associations; etudiant; étudiant; malus: marches publics; malus: marchés publics
dd5e3e2260,2026-06-21,B - intéressant,39,nouveau,FEADER - Aide aux infrastructures hydrauliques sur les exploitations (73.01) | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative,,"Dépôt des demandes ouvert jusqu'au 30 septembre 2026 Public Professionnel de l'agriculture et de l'alimentation, Association régie par la loi de 1901, Établissement d'enseignement ",2026-09-30,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/feader-aide-aux-infrastructures-hydrauliques-sur-les-exploitations-7301,https://www.iledefrance.fr/aides-et-appels-a-projets/feader-aide-aux-infrastructures-hydrauliques-sur-les-exploitations-7301,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; association; associations; etudiant; étudiant; malus: marches publics; malus: marchés publics
4402fdfdd2,2026-06-21,B - intéressant,39,nouveau,FEADER - Aide aux infrastructures hydrauliques sur les territoires (73.07) | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative,,"Dépôt des demandes ouvert jusqu'au 30 septembre 2026 Public Association régie par la loi de 1901, Autre (GIP, copropriété, EPA",2026-09-30,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/feader-aide-aux-infrastructures-hydrauliques-sur-les-territoires-7307,https://www.iledefrance.fr/aides-et-appels-a-projets/feader-aide-aux-infrastructures-hydrauliques-sur-les-territoires-7307,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; association; associations; etudiant; étudiant; malus: marches publics; malus: marchés publics
5b641aa6ea,2026-06-21,B - intéressant,39,nouveau,Budget participatif écologique et solidaire | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative,,"Dépôt des demandes ouvert jusqu'au 01 octobre 2026 Public Association régie par la loi de 1901, Fondation, Organisation non gouvernementale (ONG), Autre (GIP, copropriété, EPA",2026-10-01,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/budget-participatif-ecologique-et-solidaire,https://www.iledefrance.fr/aides-et-appels-a-projets/budget-participatif-ecologique-et-solidaire,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; association; associations; etudiant; étudiant; malus: marches publics; malus: marchés publics
fb4e129204,2026-06-21,B - intéressant,39,nouveau,Aide à l'écriture de scénario - Cinéma et Audiovisuel | Région Île-de-France,Région Île-de-France - Aides et appels à projets,subvention,Île-de-France,aide aux étudiants; insertion; vie associative,,lois & Stages Contact Aide Cinéma et audiovisuel Aide à l'écriture de scénario - Cinéma et Audiovisuel Date de publication Dépôt des demandes fermé - Nouvelle session du 07 octobre,2026-10-07,ouvert,https://www.iledefrance.fr/aides-et-appels-a-projets/aide-lecriture-de-scenario-cinema-et-audiovisuel,https://www.iledefrance.fr/aides-et-appels-a-projets/aide-lecriture-de-scenario-cinema-et-audiovisuel,Probable si association loi 1901 éligible; vérifier règlement,statuts; RIB; budget prévisionnel; rapport d'activité; présentation projet,à assigner,Lire le règlement + confirmer éligibilité + noter deadline,financement; association; associations; etudiant; étudiant; malus: marches publics; malus: marchés publics
